# question_id|K/D|drop_category|required_content(;)|evidence(code:ST/EX/CE/AC:reason ;; ...)|out_of_scope_dependency(;)|rationale|review_reasons(;)
# 공식 교육과정 최종 감사 의미 판정 기록 (pilot 30 + batch 231, 선지 포함 원문 판독)
2014_JUNE_Q15|K||세계화 시대 민족 정체성(폐쇄적 vs 개방적)과 세계시민 의식|2-04-01:EX:보편 윤리와 특수 윤리 간 갈등을 세계화 문제로 명시;;2-04-02:CE:내용 요소 '세계시민'||세계화 속 민족 정체성과 보편적 가치에 대한 입장 판단으로 세계화 문제·세계시민 개념과 연결.|열린 민족주의 개념은 원문에 명시되지 않음
2014_SEPTEMBER_Q18|K||세계화 시대 민족 정체성(폐쇄적 vs 개방적)과 세계시민 의식|2-04-01:EX:보편 윤리와 특수 윤리 간 갈등을 세계화 문제로 명시;;2-04-02:CE:내용 요소 '세계시민'||세계화 속 민족 정체성과 보편적 가치에 대한 입장 판단으로 세계화 문제·세계시민 개념과 연결.|열린 민족주의 개념은 원문에 명시되지 않음
2016_JUNE_Q09|K||글로벌 위험과 세계시민적 대응|2-04-01:ST:세계화 시대의 문제점과 해결 방안;;2-05-03:EX:세계시민으로서 미래 삶의 방향||글로벌 위험이 인류 공존 노력을 자각시킨다는 판단은 세계화 문제와 세계시민 개념으로 해결됨.|Phase 1 OCR 검토;벡 위험 사회론 제시문
2014_CSAT_Q08|D|IR_THEORY|국제 관계 이론(현실주의·자유주의·구성주의) 구분||현실주의(세력 균형·국익·자력 구제);자유주의(집단 안보·국제 제도);구성주의(정체성·상호 작용) 이론 세부|교육과정은 평화 개념과 국가·국제기구·NGO의 역할을 다루나 국제 관계 이론 구분은 명시되지 않아, 정답이 교육과정 밖 이론 지식으로 결정됨.|국제기구 역할과 일부 연결
2014_SEPTEMBER_Q17|D|IR_THEORY|국제 관계 이론(현실주의·자유주의·구성주의) 구분||현실주의(세력 균형·국익·자력 구제);자유주의(집단 안보·국제 제도);구성주의(정체성·상호 작용) 이론 세부|교육과정은 평화 개념과 국가·국제기구·NGO의 역할을 다루나 국제 관계 이론 구분은 명시되지 않아, 정답이 교육과정 밖 이론 지식으로 결정됨.|국제기구 역할과 일부 연결
2015_CSAT_Q18|D|IR_THEORY|국제 관계 이론(현실주의·자유주의·구성주의) 구분||현실주의(세력 균형·국익·자력 구제);자유주의(집단 안보·국제 제도);구성주의(정체성·상호 작용) 이론 세부|교육과정은 평화 개념과 국가·국제기구·NGO의 역할을 다루나 국제 관계 이론 구분은 명시되지 않아, 정답이 교육과정 밖 이론 지식으로 결정됨.|국제기구 역할과 일부 연결
2015_SEPTEMBER_Q15|D|IR_THEORY|국제 관계 이론(현실주의·자유주의·구성주의) 구분||현실주의(세력 균형·국익·자력 구제);자유주의(집단 안보·국제 제도);구성주의(정체성·상호 작용) 이론 세부|교육과정은 평화 개념과 국가·국제기구·NGO의 역할을 다루나 국제 관계 이론 구분은 명시되지 않아, 정답이 교육과정 밖 이론 지식으로 결정됨.|국제기구 역할과 일부 연결
2016_JUNE_Q12|D|IR_THEORY|국제 관계 이론(현실주의·자유주의·구성주의) 구분||현실주의(세력 균형·국익·자력 구제);자유주의(집단 안보·국제 제도);구성주의(정체성·상호 작용) 이론 세부|교육과정은 평화 개념과 국가·국제기구·NGO의 역할을 다루나 국제 관계 이론 구분은 명시되지 않아, 정답이 교육과정 밖 이론 지식으로 결정됨.|국제기구 역할과 일부 연결
2023_JUNE_Q20|D|IR_THEORY|국제 관계 이론(현실주의·자유주의·구성주의) 구분||현실주의(세력 균형·국익·자력 구제);자유주의(집단 안보·국제 제도);구성주의(정체성·상호 작용) 이론 세부|교육과정은 평화 개념과 국가·국제기구·NGO의 역할을 다루나 국제 관계 이론 구분은 명시되지 않아, 정답이 교육과정 밖 이론 지식으로 결정됨.|국제기구 역할과 일부 연결
2020_CSAT_Q03|D|IR_THEORY|현실주의·전쟁론·정의 전쟁론·칸트 평화론 비교||모겐소 현실주의;클라우제비츠 전쟁론;왈처·아퀴나스 정의 전쟁론(개시·수행·종결);칸트 영구 평화 예비 조항|정답이 전쟁 윤리와 국제 정치 사상의 세부 명제로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2018_JUNE_Q17|D|IR_THEORY|현실주의·전쟁론·정의 전쟁론·칸트 평화론 비교||모겐소 현실주의;클라우제비츠 전쟁론;왈처·아퀴나스 정의 전쟁론(개시·수행·종결);칸트 영구 평화 예비 조항|정답이 전쟁 윤리와 국제 정치 사상의 세부 명제로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2019_CSAT_Q16|D|IR_THEORY|현실주의·전쟁론·정의 전쟁론·칸트 평화론 비교||모겐소 현실주의;클라우제비츠 전쟁론;왈처·아퀴나스 정의 전쟁론(개시·수행·종결);칸트 영구 평화 예비 조항|정답이 전쟁 윤리와 국제 정치 사상의 세부 명제로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2018_SEPTEMBER_Q15|D|IR_THEORY|갈퉁 평화론 vs 정의 전쟁론||정의 전쟁론의 개시·수행·종결 정당성 구분(부당 개시 전쟁의 정당한 종결)|갈퉁 관련 선지는 적극적 평화로 판별되지만 정답 자체가 정의 전쟁론 세부로 결정됨.|적극적 평화 개념과 전쟁 윤리 세부 혼재
2014_JUNE_Q02|K||종교 분쟁 해결을 위한 종교 다원성 존중|1-04-04:ST:문화적 다양성 존중을 바탕으로 갈등 해결 방안;;2-04-02:ST:국제 사회의 갈등 사례와 해결||종교 분쟁 지역 문제 해결 방안(다른 종교 용인)은 문화적 다양성 존중과 국제 갈등 해결로 판단 가능.|
2016_CSAT_Q18|K||문명 간 갈등의 원인과 교류·소통을 통한 해결|2-04-02:ST:평화의 관점에서 국제 사회의 갈등과 협력 사례;;1-04-04:ST:문화적 다양성 존중과 갈등 해결||정답이 제시문의 '교류 확대를 통한 갈등 완화'·'종교 통합 불필요' 판단으로 해결되며 국제 갈등 원인과 해결 방안에 대응.|헌팅턴 문명 충돌론 세부 선지 포함
2016_JUNE_Q20|K||문명 간 갈등의 원인과 교류·소통을 통한 해결|2-04-02:ST:평화의 관점에서 국제 사회의 갈등과 협력 사례;;1-04-04:ST:문화적 다양성 존중과 갈등 해결||정답이 제시문의 '교류 확대를 통한 갈등 완화'·'종교 통합 불필요' 판단으로 해결되며 국제 갈등 원인과 해결 방안에 대응.|헌팅턴 문명 충돌론 세부 선지 포함
2017_CSAT_Q16|K||종교 간 대화·관용과 세계 평화|2-04-02:ST:평화의 관점에서 국제 사회의 갈등과 협력;;1-04-04:ST:문화적 다양성을 존중하는 태도와 갈등 해결||종교 간 대화와 관용이 평화의 조건이라는 판단은 제시문과 문화적 다양성 존중·국제 갈등 해결 개념으로 해결되며 큉 사상 세부는 필수 아님.|
2023_SEPTEMBER_Q05|K||종교 간 대화·관용과 세계 평화|2-04-02:ST:평화의 관점에서 국제 사회의 갈등과 협력;;1-04-04:ST:문화적 다양성을 존중하는 태도와 갈등 해결||종교 간 대화와 관용이 평화의 조건이라는 판단은 제시문과 문화적 다양성 존중·국제 갈등 해결 개념으로 해결되며 큉 사상 세부는 필수 아님.|
2024_CSAT_Q20|K||종교 간 대화·관용과 세계 평화|2-04-02:ST:평화의 관점에서 국제 사회의 갈등과 협력;;1-04-04:ST:문화적 다양성을 존중하는 태도와 갈등 해결||종교 간 대화와 관용이 평화의 조건이라는 판단은 제시문과 문화적 다양성 존중·국제 갈등 해결 개념으로 해결되며 큉 사상 세부는 필수 아님.|
2025_SEPTEMBER_Q03|K||종교 간 대화·관용과 세계 평화|2-04-02:ST:평화의 관점에서 국제 사회의 갈등과 협력;;1-04-04:ST:문화적 다양성을 존중하는 태도와 갈등 해결||종교 간 대화와 관용이 평화의 조건이라는 판단은 제시문과 문화적 다양성 존중·국제 갈등 해결 개념으로 해결되며 큉 사상 세부는 필수 아님.|
2027_SEPTEMBER_Q20|K||종교 간 대화·관용과 세계 평화|2-04-02:ST:평화의 관점에서 국제 사회의 갈등과 협력;;1-04-04:ST:문화적 다양성을 존중하는 태도와 갈등 해결||종교 간 대화와 관용이 평화의 조건이라는 판단은 제시문과 문화적 다양성 존중·국제 갈등 해결 개념으로 해결되며 큉 사상 세부는 필수 아님.|
2014_JUNE_Q06|K||전쟁 방지를 위한 국가 연합·국제기구의 역할|2-04-02:EX:국가·국제기구·비정부 기구 등 행위 주체의 역할||칸트 조항 제시문에서 국제기구 창설이라는 평화 실현 방안을 도출하는 문항으로 행위 주체의 역할로 판단 가능.|
2016_CSAT_Q17|D|IR_THEORY|칸트 영구 평화론 조항 세부||국가 연맹과 세계 국가의 구분;세계 시민법의 보편적 우호 조건 국한;주권 인정 여부|정답이 칸트 영구 평화론 확정 조항의 세부 해석으로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2016_SEPTEMBER_Q18|D|IR_THEORY|칸트 영구 평화론 조항 세부||국가 연맹과 세계 국가의 구분;세계 시민법의 보편적 우호 조건 국한;주권 인정 여부|정답이 칸트 영구 평화론 확정 조항의 세부 해석으로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2017_JUNE_Q18|K||소극적 평화와 적극적 평화, 구조적 폭력|2-04-02:EX:해설이 소극적 평화와 적극적 평화 개념을 명시||정답(빈곤·인권 침해도 폭력)이 적극적 평화·구조적 폭력 개념으로 직접 결정됨.|
2019_SEPTEMBER_Q18|D|IR_THEORY|정의 전쟁론 vs 칸트 영구 평화론||왈처식 인도주의적 개입과 정의 전쟁 조건;칸트 영구 평화 예비·확정 조항 세부|정답이 전쟁 윤리와 칸트 평화론 조항의 세부 명제로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2020_JUNE_Q17|D|IR_THEORY|정의 전쟁론 vs 칸트 영구 평화론||왈처식 인도주의적 개입과 정의 전쟁 조건;칸트 영구 평화 예비·확정 조항 세부|정답이 전쟁 윤리와 칸트 평화론 조항의 세부 명제로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2020_SEPTEMBER_Q15|D|IR_THEORY|갈퉁 평화론 vs 정의 전쟁론||갈퉁 평화적 수단 원칙의 세부;정의 전쟁론의 개시 정당성(영토 회복·인도적 개입) 세부|소극적·적극적 평화 개념은 범위 안이나 정답 선지와 오답 배제가 갈퉁 평화 수단론과 정의 전쟁론 세부에 의존함.|적극적 평화 개념과 전쟁 윤리 세부 혼재
2021_CSAT_Q14|D|IR_THEORY|현실주의 vs 자유주의(칸트) 국제 관계관||현실주의 권력 투쟁·세력 균형 세부;이상주의·칸트 평화 연맹·세계 시민법 세부|정답이 국제 정치 이론의 세부 명제로 결정되며 교육과정에는 국제 관계 이론 구분이 명시되지 않음.|국제기구 역할과 일부 연결
2021_JUNE_Q18|D|IR_THEORY|현실주의 vs 자유주의(칸트) 국제 관계관||현실주의 권력 투쟁·세력 균형 세부;이상주의·칸트 평화 연맹·세계 시민법 세부|정답이 국제 정치 이론의 세부 명제로 결정되며 교육과정에는 국제 관계 이론 구분이 명시되지 않음.|국제기구 역할과 일부 연결
2022_CSAT_Q04|D|IR_THEORY|현실주의 vs 자유주의(칸트) 국제 관계관||현실주의 권력 투쟁·세력 균형 세부;이상주의·칸트 평화 연맹·세계 시민법 세부|정답이 국제 정치 이론의 세부 명제로 결정되며 교육과정에는 국제 관계 이론 구분이 명시되지 않음.|국제기구 역할과 일부 연결
2023_CSAT_Q13|D|IR_THEORY|현실주의 vs 자유주의(칸트) 국제 관계관||현실주의 권력 투쟁·세력 균형 세부;이상주의·칸트 평화 연맹·세계 시민법 세부|정답이 국제 정치 이론의 세부 명제로 결정되며 교육과정에는 국제 관계 이론 구분이 명시되지 않음.|국제기구 역할과 일부 연결
2024_JUNE_Q19|D|IR_THEORY|현실주의 vs 자유주의(칸트) 국제 관계관||현실주의 권력 투쟁·세력 균형 세부;이상주의·칸트 평화 연맹·세계 시민법 세부|정답이 국제 정치 이론의 세부 명제로 결정되며 교육과정에는 국제 관계 이론 구분이 명시되지 않음.|국제기구 역할과 일부 연결
2026_JUNE_Q17|D|IR_THEORY|현실주의 vs 자유주의(칸트) 국제 관계관||현실주의 권력 투쟁·세력 균형 세부;이상주의·칸트 평화 연맹·세계 시민법 세부|정답이 국제 정치 이론의 세부 명제로 결정되며 교육과정에는 국제 관계 이론 구분이 명시되지 않음.|국제기구 역할과 일부 연결
2027_JUNE_Q18|D|IR_THEORY|현실주의 vs 자유주의(칸트) 국제 관계관||현실주의 권력 투쟁·세력 균형 세부;이상주의·칸트 평화 연맹·세계 시민법 세부|정답이 국제 정치 이론의 세부 명제로 결정되며 교육과정에는 국제 관계 이론 구분이 명시되지 않음.|국제기구 역할과 일부 연결
2022_SEPTEMBER_Q13|D|IR_THEORY|칸트 영구 평화론 조항||칸트 확정 조항(공화정체·국가 연맹·세계 시민법의 보편적 우호) 세부;연맹과 세계 공화국의 구분|정답이 칸트 영구 평화론의 조항 해석으로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2025_CSAT_Q19|D|IR_THEORY|칸트 영구 평화론 조항||칸트 확정 조항(공화정체·국가 연맹·세계 시민법의 보편적 우호) 세부;연맹과 세계 공화국의 구분|정답이 칸트 영구 평화론의 조항 해석으로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2026_CSAT_Q18|D|IR_THEORY|칸트 영구 평화론 조항||칸트 확정 조항(공화정체·국가 연맹·세계 시민법의 보편적 우호) 세부;연맹과 세계 공화국의 구분|정답이 칸트 영구 평화론의 조항 해석으로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2027_SEPTEMBER_Q05|D|IR_THEORY|칸트 영구 평화론 조항||칸트 확정 조항(공화정체·국가 연맹·세계 시민법의 보편적 우호) 세부;연맹과 세계 공화국의 구분|정답이 칸트 영구 평화론의 조항 해석으로 결정되어 교육과정의 평화 개념·행위 주체 범위를 넘어섬.|
2021_SEPTEMBER_Q20|D|IR_THEORY|칸트 영구 평화론 vs 갈퉁 평화론||칸트 세계 시민법(이방인 우호·인권)과 평화 연맹의 성격;상비군 폐지 조항;평화 조약의 한계|갈퉁 선지는 적극적 평화 개념으로 판별되지만 정답 조합에 칸트 평화론 세부 판단이 필수로 포함됨.|적극적 평화 개념과 칸트 세부 혼재
2023_SEPTEMBER_Q16|D|IR_THEORY|칸트 영구 평화론 vs 갈퉁 평화론||칸트 세계 시민법(이방인 우호·인권)과 평화 연맹의 성격;상비군 폐지 조항;평화 조약의 한계|갈퉁 선지는 적극적 평화 개념으로 판별되지만 정답 조합에 칸트 평화론 세부 판단이 필수로 포함됨.|적극적 평화 개념과 칸트 세부 혼재
2025_JUNE_Q10|D|IR_THEORY|칸트 영구 평화론 vs 갈퉁 평화론||칸트 세계 시민법(이방인 우호·인권)과 평화 연맹의 성격;상비군 폐지 조항;평화 조약의 한계|갈퉁 선지는 적극적 평화 개념으로 판별되지만 정답 조합에 칸트 평화론 세부 판단이 필수로 포함됨.|적극적 평화 개념과 칸트 세부 혼재
2014_CSAT_Q13|K||남북 분단 극복과 평화통일(통일 방식·비용과 편익·대북 지원·종전 선언)|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력;;2-04-03:ST:남북 분단 상황 분석과 세계 평화 기여 방안||통일 방식·분단 비용·대북 지원 등 분단 극복 쟁점 판단으로 2-04-03에 직접 대응.|
2020_CSAT_Q17|K||남북 분단 극복과 평화통일(통일 방식·비용과 편익·대북 지원·종전 선언)|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력;;2-04-03:ST:남북 분단 상황 분석과 세계 평화 기여 방안||통일 방식·분단 비용·대북 지원 등 분단 극복 쟁점 판단으로 2-04-03에 직접 대응.|
2020_JUNE_Q09|K||남북 분단 극복과 평화통일(통일 방식·비용과 편익·대북 지원·종전 선언)|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력;;2-04-03:ST:남북 분단 상황 분석과 세계 평화 기여 방안||통일 방식·분단 비용·대북 지원 등 분단 극복 쟁점 판단으로 2-04-03에 직접 대응.|
2021_CSAT_Q13|K||남북 분단 극복과 평화통일(통일 방식·비용과 편익·대북 지원·종전 선언)|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력;;2-04-03:ST:남북 분단 상황 분석과 세계 평화 기여 방안||통일 방식·분단 비용·대북 지원 등 분단 극복 쟁점 판단으로 2-04-03에 직접 대응.|
2022_CSAT_Q20|K||남북 분단 극복과 평화통일(통일 방식·비용과 편익·대북 지원·종전 선언)|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력;;2-04-03:ST:남북 분단 상황 분석과 세계 평화 기여 방안||통일 방식·분단 비용·대북 지원 등 분단 극복 쟁점 판단으로 2-04-03에 직접 대응.|
2022_SEPTEMBER_Q14|K||남북 분단 극복과 평화통일(통일 방식·비용과 편익·대북 지원·종전 선언)|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력;;2-04-03:ST:남북 분단 상황 분석과 세계 평화 기여 방안||통일 방식·분단 비용·대북 지원 등 분단 극복 쟁점 판단으로 2-04-03에 직접 대응.|
2025_CSAT_Q20|K||남북 분단 극복과 평화통일(통일 방식·비용과 편익·대북 지원·종전 선언)|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력;;2-04-03:ST:남북 분단 상황 분석과 세계 평화 기여 방안||통일 방식·분단 비용·대북 지원 등 분단 극복 쟁점 판단으로 2-04-03에 직접 대응.|
2020_SEPTEMBER_Q11|K||통일의 근거(경제적 실리·인도적 가치·평화) 관점 비교|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력||통일 필요성에 대한 관점의 상대적 특징 비교로 2-04-03에 직접 대응.|좌표 그림 OCR 손상(이미지 확인 필요)
2023_CSAT_Q20|K||통일의 근거(경제적 실리·인도적 가치·평화) 관점 비교|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력||통일 필요성에 대한 관점의 상대적 특징 비교로 2-04-03에 직접 대응.|좌표 그림 OCR 손상(이미지 확인 필요)
2024_SEPTEMBER_Q20|K||대북 관점(군사적 억지 vs 대화·협력)과 적극적 평화|2-04-03:EX:남북 분단의 배경과 평화통일을 향한 노력;;2-04-02:EX:소극적 평화와 적극적 평화 개념||남북 관계 관점 비교와 분단으로 인한 구조적·문화적 폭력 제거(적극적 평화) 판단으로 해설 명시 개념에 직접 대응.|좌표 그림 OCR 손상(이미지 확인 필요)
2020_JUNE_Q11|K||자율 주행차(인공지능) 판단 주체 논쟁|1-05-02:EX:제4차 산업 혁명에 따른 생활양식 변화와 새로운 사회문제;;2-05-03:EX:과학기술의 발전에 따른 공간과 삶의 변화 예측||인공지능 기술 도입에 따른 사회적 이익과 자율성 쟁점은 제4차 산업 혁명·미래 사회 변화로 판단 가능.|
2023_JUNE_Q14|K||인공지능 혐오·차별 표현 문제와 해결 방안|1-05-02:EX:제4차 산업 혁명으로 나타나는 새로운 사회문제와 해결 방안;;2-05-03:EX:과학기술 발전에 따른 삶의 변화||인공지능 학습 데이터의 차별 표현 문제 해결 방안은 새로운 사회문제 해결로 판단 가능.|
2025_CSAT_Q07|K||인공지능 기술과 일자리 축소 논쟁|1-05-02:EX:해설이 제4차 산업 혁명에 따른 '노동 시장의 양극화'를 새로운 사회문제로 명시;;2-05-03:EX:미래 사회 변화 예측||인공지능과 노동 수요 변화에 대한 논증 반론 판단은 해설 명시 문제(노동 시장 변화)로 판단 가능.|
2025_JUNE_Q17|D|INFO_ETHICS|생성형 인공지능 학습 데이터의 저작권 보호||지적 재산권(저작권) 보호 논쟁 세부|인공지능 소재이나 정답이 저작권 보호와 정보 공공재 논쟁으로 결정되며 교육과정에 지적 재산권 논쟁은 명시되지 않음.|제시문 독해로 추론 가능;미래 사회 소재
