# LIFE_ETHICS V4 targeted false-negative recovery (human semantic judgments on candidates found via existing metadata/keywords; keywords never decide)
# fields: short_id|R(RESTORE)/D(REMAIN_DROP)|target_area|philosophers(;)|evidence_profile|reuse_scope F/P/-|core_content|usable_content|rationale|review_reasons(;)|search_round(1=initial targeted,2=coverage-gap search)
2017_CSAT_Q16|D|PEACE|큉|D_RELIGION|-|종교 간 대화 없이 세계 평화는 없다(한스 큉)|-|사용자 지시대로 종교철학은 자동 복구하지 않음. [별책7]에서 종교는 문화권 요인일 뿐 종교 간 대화는 없고 28예시·최소 성취수준에도 근거 없음(V4 판정 유지).||1
2022_CSAT_Q15|D|PEACE|홉스;로크|D_OFFTOPIC|-|사회계약론의 국가 성립(자연 상태·전쟁 상태)|-|'전쟁' 키워드 오탐. 국가 기원론으로 지정 영역 밖.||1
2023_CSAT_Q12|D|PEACE|홉스;로크|D_OFFTOPIC|-|사회계약론의 국가 성립(자연 상태·전쟁 상태)|-|'전쟁' 키워드 오탐. 국가 기원론으로 지정 영역 밖.||1
2023_JUNE_Q20|R|PEACE|현실주의;자유주의|PEACE_IR|P|현실주의(국익·힘의 균형) 대비 자유주의(국제기구·국제 규범·대화와 협력)의 상대적 특징|국제법·국제기구를 통한 평화 실현, 분쟁 원인 인식 비교 그림|국제 사회 갈등과 협력, 국제기구 역할(2-04-02, 28예시 Q12) 원천. PARTIAL.|이론 명칭 없음(입장 비교)|1
2024_CSAT_Q16|R|PEACE|모겐소;칸트|PEACE_IR|P|모겐소 현실주의(권력 투쟁·세력 균형) vs 칸트 영구 평화론(평화 연맹·세계시민법)|국가 간 협력·평화 연맹의 확산, 세력 균형의 한계 선지|국제 갈등의 원인과 평화를 위한 국제 협력(2-04-02, 28예시 Q12) 원천. PARTIAL.||1
2024_JUNE_Q19|R|PEACE|모겐소;칸트|PEACE_IR|P|모겐소 현실주의(권력 투쟁·세력 균형) vs 칸트 영구 평화론(평화 연맹·세계시민법)|국가 간 협력·평화 연맹의 확산, 세력 균형의 한계 선지|국제 갈등의 원인과 평화를 위한 국제 협력(2-04-02, 28예시 Q12) 원천. PARTIAL.||1
2025_SEPTEMBER_Q18|R|PEACE|모겐소;칸트|PEACE_IR|P|모겐소 현실주의(권력 투쟁·세력 균형) vs 칸트 영구 평화론(평화 연맹·세계시민법)|국가 간 협력·평화 연맹의 확산, 세력 균형의 한계 선지|국제 갈등의 원인과 평화를 위한 국제 협력(2-04-02, 28예시 Q12) 원천. PARTIAL.||1
2026_JUNE_Q17|R|PEACE|모겐소;칸트|PEACE_IR|P|모겐소 현실주의(권력 투쟁·세력 균형) vs 칸트 영구 평화론(평화 연맹·세계시민법)|국가 간 협력·평화 연맹의 확산, 세력 균형의 한계 선지|국제 갈등의 원인과 평화를 위한 국제 협력(2-04-02, 28예시 Q12) 원천. PARTIAL.||1
2027_JUNE_Q18|R|PEACE|모겐소;칸트|PEACE_IR|P|모겐소 현실주의(권력 투쟁·세력 균형) vs 칸트 영구 평화론(평화 연맹·세계시민법)|국가 간 협력·평화 연맹의 확산, 세력 균형의 한계 선지|국제 갈등의 원인과 평화를 위한 국제 협력(2-04-02, 28예시 Q12) 원천. PARTIAL.||1
2025_CSAT_Q19|R|PEACE|칸트|PEACE_KANT|P|칸트 영구 평화론(국가 간 자연 상태는 전쟁 상태, 적대 행위 중단은 평화가 아님, 보편적 평화 연맹, 세계시민법)|평화 연맹에 의한 평화, 소극적 대용물로서의 연맹 선지|국제 평화를 위한 국제기구·협력, 평화의 의미(적대 행위 중단 ≠ 평화) 원천(2-04-02). PARTIAL.|칸트 조항 세부|1
2026_CSAT_Q18|R|PEACE|칸트|PEACE_KANT|P|칸트 영구 평화론(국가 간 자연 상태는 전쟁 상태, 적대 행위 중단은 평화가 아님, 보편적 평화 연맹, 세계시민법)|평화 연맹에 의한 평화, 소극적 대용물로서의 연맹 선지|국제 평화를 위한 국제기구·협력, 평화의 의미(적대 행위 중단 ≠ 평화) 원천(2-04-02). PARTIAL.|칸트 조항 세부|1
2027_SEPTEMBER_Q05|R|PEACE|칸트|PEACE_KANT|P|칸트 영구 평화론(국가 간 자연 상태는 전쟁 상태, 적대 행위 중단은 평화가 아님, 보편적 평화 연맹, 세계시민법)|평화 연맹에 의한 평화, 소극적 대용물로서의 연맹 선지|국제 평화를 위한 국제기구·협력, 평화의 의미(적대 행위 중단 ≠ 평화) 원천(2-04-02). PARTIAL.|칸트 조항 세부|1
2023_SEPTEMBER_Q16|R|PEACE|칸트;갈퉁|PEACE_CORE|F|갈퉁 폭력론(직접적·구조적·문화적 폭력의 상호작용, 평화적 수단)과 칸트 영구 평화론 비교|문화적 폭력이 구조적 폭력을 정당화, 예술을 통한 착취 정당화, 평화적 수단 보기|28예시 Q18('문화적 폭력은 직접적 폭력의 정당화에 이용될 수 있다')과 사실상 같은 보기 포함. 2-04-02 해설 직접 원천.|칸트 측 세부 포함|1
2025_JUNE_Q10|R|PEACE|칸트;갈퉁|PEACE_CORE|F|갈퉁 폭력론(직접적·구조적·문화적 폭력의 상호작용, 평화적 수단)과 칸트 영구 평화론 비교|문화적 폭력이 구조적 폭력을 정당화, 예술을 통한 착취 정당화, 평화적 수단 보기|28예시 Q18('문화적 폭력은 직접적 폭력의 정당화에 이용될 수 있다')과 사실상 같은 보기 포함. 2-04-02 해설 직접 원천.|칸트 측 세부 포함|1
2023_JUNE_Q11|D|PEACE|홉스;로크|D_OFFTOPIC|-|사회계약론의 자연 상태·국가 성립·저항권|-|'전쟁 상태' 키워드 오탐. 국가 기원론으로 지정 영역 밖.||1
2024_JUNE_Q06|D|PEACE|홉스;로크|D_OFFTOPIC|-|사회계약론의 자연 상태·국가 성립·저항권|-|'전쟁 상태' 키워드 오탐. 국가 기원론으로 지정 영역 밖.||1
2025_SEPTEMBER_Q09|D|PEACE|홉스;로크|D_OFFTOPIC|-|사회계약론의 자연 상태·국가 성립·저항권|-|'전쟁 상태' 키워드 오탐. 국가 기원론으로 지정 영역 밖.||1
2026_JUNE_Q08|D|PEACE|홉스;로크|D_OFFTOPIC|-|사회계약론의 자연 상태·국가 성립·저항권|-|'전쟁 상태' 키워드 오탐. 국가 기원론으로 지정 영역 밖.||1
2023_SEPTEMBER_Q04|D|HAPPINESS|벤담|D_OFFTOPIC|-|벤담 양적 공리주의를 인공지능 로봇 개발 결정에 적용|-|'행복' 키워드는 공리 원리 설명일 뿐 행복의 의미·기준·조건(1-02)을 다루지 않음.||1
2025_JUNE_Q07|D|PEACE|묵자;맹자|D_OFFTOPIC|-|묵자 겸애·교리와 맹자 항산·항심|-|'전쟁' 키워드 오탐. 동양 정치사상으로 지정 영역 밖.||1
2025_SEPTEMBER_Q03|D|PEACE|큉|D_RELIGION|-|종교 간 대화와 국가 간 평화(한스 큉)|-|종교철학은 자동 복구하지 않음. [별책7]·28예시·최소 성취수준에 종교 간 대화 근거 없음(V4 판정 유지).||1
2014_JUNE_Q07|R|AID|싱어;롤스;민족주의|AID_CORE|P|해외 원조의 근거 비교(보편적 인류애·이익 평등 고려 vs 질서정연한 사회 지원 vs 자국 이익 우선)|세계시민으로서 빈곤한 사람을 도울 의무, 원조 목적·중단점 선지|세계화의 빈부 격차(2-04-01), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제(2-01-03) 원천. PARTIAL.||1
2016_JUNE_Q17|R|AID|싱어;롤스;민족주의|AID_CORE|P|해외 원조의 근거 비교(보편적 인류애·이익 평등 고려 vs 질서정연한 사회 지원 vs 자국 이익 우선)|세계시민으로서 빈곤한 사람을 도울 의무, 원조 목적·중단점 선지|세계화의 빈부 격차(2-04-01), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제(2-01-03) 원천. PARTIAL.||1
2017_CSAT_Q20|R|AID|싱어;롤스;민족주의|AID_CORE|P|해외 원조의 근거 비교(보편적 인류애·이익 평등 고려 vs 질서정연한 사회 지원 vs 자국 이익 우선)|세계시민으로서 빈곤한 사람을 도울 의무, 원조 목적·중단점 선지|세계화의 빈부 격차(2-04-01), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제(2-01-03) 원천. PARTIAL.||1
2017_SEPTEMBER_Q13|R|AID|싱어;롤스;민족주의|AID_CORE|P|해외 원조의 근거 비교(보편적 인류애·이익 평등 고려 vs 질서정연한 사회 지원 vs 자국 이익 우선)|세계시민으로서 빈곤한 사람을 도울 의무, 원조 목적·중단점 선지|세계화의 빈부 격차(2-04-01), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제(2-01-03) 원천. PARTIAL.||1
2018_CSAT_Q18|R|AID|싱어;롤스;민족주의|AID_CORE|P|해외 원조의 근거 비교(보편적 인류애·이익 평등 고려 vs 질서정연한 사회 지원 vs 자국 이익 우선)|세계시민으로서 빈곤한 사람을 도울 의무, 원조 목적·중단점 선지|세계화의 빈부 격차(2-04-01), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제(2-01-03) 원천. PARTIAL.||1
2018_SEPTEMBER_Q18|R|AID|싱어;롤스;민족주의|AID_CORE|P|해외 원조의 근거 비교(보편적 인류애·이익 평등 고려 vs 질서정연한 사회 지원 vs 자국 이익 우선)|세계시민으로서 빈곤한 사람을 도울 의무, 원조 목적·중단점 선지|세계화의 빈부 격차(2-04-01), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제(2-01-03) 원천. PARTIAL.||1
2019_CSAT_Q17|R|AID|싱어;롤스;민족주의|AID_CORE|P|해외 원조의 근거 비교(보편적 인류애·이익 평등 고려 vs 질서정연한 사회 지원 vs 자국 이익 우선)|세계시민으로서 빈곤한 사람을 도울 의무, 원조 목적·중단점 선지|세계화의 빈부 격차(2-04-01), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제(2-01-03) 원천. PARTIAL.||1
2017_CSAT_Q04|D|AID|공자|D_OFFTOPIC|-|유교의 효와 부자유친|-|'해외/원조' 키워드 오탐. 가족 윤리로 지정 영역 밖.||1
2019_SEPTEMBER_Q03|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2020_JUNE_Q10|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2020_SEPTEMBER_Q12|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2021_JUNE_Q09|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2021_SEPTEMBER_Q15|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2022_SEPTEMBER_Q08|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2023_CSAT_Q18|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2023_JUNE_Q15|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2023_SEPTEMBER_Q17|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2024_CSAT_Q19|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2025_JUNE_Q12|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2025_SEPTEMBER_Q19|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2026_CSAT_Q19|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2026_JUNE_Q15|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2027_JUNE_Q19|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2027_SEPTEMBER_Q13|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·목적·범위 비교(싱어: 이익 평등 고려·절대 빈곤 해소의 보편적 의무 / 롤스: 고통받는 사회를 질서정연한 사회로, 차단점 / 노직: 재산 처분 강제 불가)|절대 빈곤 해결 의무, 원조 대상과 중단 조건, 국가 간 부의 불평등에 관한 보기·선지|세계화에 따른 빈부 격차 해결(2-04-01 해설), 세계시민의 역할·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03)의 원천. 원조 이론 세부는 PARTIAL.||1
2019_SEPTEMBER_Q20|D|AID|베블런|D_OFFTOPIC|-|베블런의 과시적 소비와 유한계급|-|'절대빈곤' 키워드 오탐. 소비 이론으로 지정 영역 밖이며 V2에서 공식 근거 부족으로 제외(유지).||1
2022_CSAT_Q16|D|AID|볼노|D_OFFTOPIC|-|거주의 의미와 집(볼노)|-|키워드 오탐. 주거 철학으로 지정 영역 밖.||1
2014_JUNE_Q02|D|HAPPINESS|큉|D_RELIGION|-|종교의 다원성과 자기 종교 내부의 진리·비진리 경계(한스 큉)|-|'행복' 키워드는 종교의 목적 설명일 뿐. 종교철학은 자동 복구하지 않으며 [별책7]·28예시·최소 성취수준에 근거 없음(V4 판정 유지).||1
2014_SEPTEMBER_Q05|D|HAPPINESS|하이데거|D_OFFTOPIC|-|현대 기술이 자연의 존재 방식을 변질시킨다(하이데거 기술관)|-|'행복' 선지 키워드 오탐. 기술 철학으로 지정 영역 밖.||1
2016_CSAT_Q12|D|HAPPINESS|벤담;니부어|D_OFFTOPIC|-|벤담 공리주의와 니부어 사회 윤리(개인 도덕 vs 집단 도덕)|-|행복의 의미·기준·조건을 다루지 않는 윤리 이론 비교로 지정 영역과 실질 연결이 약함.||1
2016_JUNE_Q16|D|HAPPINESS|장자|D_OFFTOPIC|-|장자 수양론(심재) 십자말풀이|-|'행복' 단서 키워드 오탐. 도가 수양론으로 통합사회 행복 단원 원천 가치가 약함.||1
2016_SEPTEMBER_Q17|D|HAPPINESS|와일드;톨스토이|D_OFFTOPIC|-|예술 지상주의 vs 도덕주의|-|예술 윤리로 지정 영역 밖.||1
2017_SEPTEMBER_Q05|D|HAPPINESS|-|D_OFFTOPIC|-|인간 복제 반대 논증의 반론 근거|-|생명 윤리 논증 구조 문항으로 지정 영역 밖.||1
2018_CSAT_Q12|R|JUSTICE|맹자;마르크스|JUS_CAPITAL|P|맹자의 분업·항산론과 마르크스의 자본주의 분업·노동 소외 비판|자본주의 분업 속 노동자의 예속과 자아실현 관련 선지|2-03-01 해설 '자본주의의 역사적 전개와 특징을 사상가들의 주장을 통해' 및 28예시 Q17 해설(사상가 주장 자료)과 연결되는 자본주의 비판 원천. 맹자 측은 PARTIAL.|자본주의 영역(행복 키워드로 검색됨)|1
2018_JUNE_Q08|R|HAPPINESS|장자;에피쿠로스|HAP_CORE|P|장자(삶과 죽음은 자연의 과정)와 에피쿠로스(죽음을 두려워하지 않고 즐거운 시간을 향유, 쾌락과 고통 감각의 소멸) 비교|에피쿠로스의 쾌락·평정(두려움으로부터의 자유) 관련 선지|28예시 Q1과 예시문항 안내 Q1 해설이 에피쿠로스 행복관을 직접 평가하며, 1-02-01은 행복의 다양한 관점을 고전으로 다루도록 함. 죽음관 중심이라 PARTIAL.|죽음관 중심 문항|1
2023_CSAT_Q04|R|HAPPINESS|아리스토텔레스|HAP_CORE|P|아리스토텔레스의 중용과 습관화를 통한 도덕적 품성 형성, 인간 고유의 본성 실현(행복은 앎이 아님)|습관화에 의한 덕 함양, 인간 고유 기능 실현 보기|28예시 Q1과 예시문항 안내 Q1 해설이 아리스토텔레스 행복관(이성을 동반한 덕을 통한 행복)을 직접 평가. 덕 윤리 교육 사례라 PARTIAL.|행복 자체보다 덕 함양 중심|1
2027_JUNE_Q15|R|HAPPINESS|밀|HAP_CORE|P|밀의 질적 공리주의: 행복은 쾌락의 향유와 고통의 부재이며 쾌락의 질적 차이를 고려|고상한 쾌락 추구, 쾌락의 질적 차이 선지|행복의 기준·의미(1-02-01)와 28예시 Q1(쾌락과 행복의 관계) 원천. 공리주의 의사결정 사례라 PARTIAL.||1
2019_CSAT_Q02|R|JUSTICE|매킨타이어;밀;벤담;칸트|JUS_COMM|P|공동체주의(도덕적 정체성은 공동체의 역사·전통 속에서 형성, 덕의 실천)와 공리주의(쾌락·유용성)·의무론 비교|공동체가 개인의 단순 집합이 아님, 공동체 전통의 중요성 선지|2-02-02 해설이 명시한 공동체주의적 정의관(개인과 공동체의 관계, 공동선)과 최소 성취수준 '자유주의적/공동체주의적 정의관 구분', 28예시 Q13 ㉢(공동체주의 대비)의 원천. 공리주의·의무론 측은 PARTIAL.|2019_CSAT_Q02는 V4에서 공리주의 판별 이유로 DROP|1
2021_CSAT_Q07|R|JUSTICE|매킨타이어;밀;벤담;칸트|JUS_COMM|P|공동체주의(도덕적 정체성은 공동체의 역사·전통 속에서 형성, 덕의 실천)와 공리주의(쾌락·유용성)·의무론 비교|공동체가 개인의 단순 집합이 아님, 공동체 전통의 중요성 선지|2-02-02 해설이 명시한 공동체주의적 정의관(개인과 공동체의 관계, 공동선)과 최소 성취수준 '자유주의적/공동체주의적 정의관 구분', 28예시 Q13 ㉢(공동체주의 대비)의 원천. 공리주의·의무론 측은 PARTIAL.|2019_CSAT_Q02는 V4에서 공리주의 판별 이유로 DROP|1
2021_JUNE_Q12|R|JUSTICE|매킨타이어;밀;벤담;칸트|JUS_COMM|P|공동체주의(도덕적 정체성은 공동체의 역사·전통 속에서 형성, 덕의 실천)와 공리주의(쾌락·유용성)·의무론 비교|공동체가 개인의 단순 집합이 아님, 공동체 전통의 중요성 선지|2-02-02 해설이 명시한 공동체주의적 정의관(개인과 공동체의 관계, 공동선)과 최소 성취수준 '자유주의적/공동체주의적 정의관 구분', 28예시 Q13 ㉢(공동체주의 대비)의 원천. 공리주의·의무론 측은 PARTIAL.|2019_CSAT_Q02는 V4에서 공리주의 판별 이유로 DROP|1
2018_JUNE_Q18|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2018_SEPTEMBER_Q14|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2018_SEPTEMBER_Q19|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2019_SEPTEMBER_Q06|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2020_CSAT_Q05|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2020_CSAT_Q07|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
